timestamp,ax,ay,az,highX,highY,highZ,accelMag,gx,gy,gz,gyroMag
1770844262734,0.7513913,-1.3200483,3.2145643,0.29001713,-0.6764598,-2.6407475,-0.3027649,0.20970154,0.1455841,0.3960253
1770844262746,-0.00866735,-0.5403366,2.5124474,-0.6849195,0.64770687,-0.38066053,-0.3027649,0.20970154,0.1455841,0.3960253
1770844262747,0.33103037,-0.28339624,3.1156464,0.33883098,0.2029067,0.8544438,-0.3027649,0.20970154,0.1455841,0.3960253
1770844262747,0.7645609,-0.56278086,3.1448393,0.46663356,-0.30772424,0.3407576,0.17126465,0.3915863,0.21966553,0.48054588
1770844262747,0.74301577,-0.7281809,3.3482437,0.054911017,-0.22167814,0.51788855,0.17126465,0.3915863,0.21966553,0.48054588
1770844262747,0.6817332,-0.8594351,2.1710482,0.013019025,-0.2040723,-0.842371,0.17126465,0.3915863,0.21966553,0.48054588
1770844262747,0.5864872,-0.82314396,0.555398,-0.027072668,-0.049652398,-1.3985453,0.17126465,0.3915863,0.21966553,0.48054588
1770844262747,0.4704247,-0.6890168,0.36693192,-0.057413757,0.05181271,-0.13292626,0.79618835,0.15899658,0.08389282,0.8162315
1770844262747,0.35813406,-0.51671696,1.3313189,-0.06524816,0.103398144,1.0010802,0.79618835,0.15899658,0.08389282,0.8162315
1770844262747,0.25262848,-0.29465914,1.0240479,-0.069692165,0.1703861,-0.17413914,0.79618835,0.15899658,0.08389282,0.8162315
1770844262747,0.08837965,-0.011208534,-0.6056509,-0.13898598,0.2539847,-1.5272939,0.7184448,-0.41522217,-0.16441345,0.8459339
1770844262747,-0.27056322,0.42552042,-2.949708,-0.3501049,0.4356081,-2.404622,0.7184448,-0.41522217,-0.16441345,0.8459339
1770844262747,-0.2755661,0.4210844,-0.94373703,-0.032059208,0.038116038,1.7110002,0.7184448,-0.41522217,-0.16441345,0.8459339
1770844262747,-0.15266556,0.43718863,-0.37182522,0.09534393,0.058212668,0.4775381,0.7184448,-0.41522217,-0.16441345,0.8459339
1770844262747,-0.07925022,0.47616386,-1.8248672,0.058148786,0.08269411,-1.4902246,0.41867065,-0.39888,-0.1366272,0.5941863
1770844262748,-0.035599083,0.5071883,-2.6526098,0.035726108,0.07864085,-1.0102293,0.41867065,-0.39888,-0.1366272,0.5941863
1770844262748,0.067466766,0.5016985,-2.0242195,0.09950594,0.045229018,0.36312938,0.41867065,-0.39888,-0.1366272,0.5941863
1770844262748,0.14589632,0.48087263,-1.470768,0.08517623,0.029343992,0.35102952,0.41867065,-0.39888,-0.1366272,0.5941863
1770844262748,0.16583863,0.44459486,-1.7138538,0.03453195,0.011809498,-0.3901627,0.01977539,-0.18476868,-0.04118347,0.19033289
1770844262748,0.11768183,0.41429806,-1.9661388,-0.031572938,0.014162689,-0.4236704,0.01977539,-0.18476868,-0.04118347,0.19033289
1770844262748,0.054154485,0.42294407,-1.7540722,-0.05175916,0.05007583,0.015452743,0.01977539,-0.18476868,-0.04118347,0.19033289
1770844262748,0.04450625,0.3264618,-1.3024645,-0.004232783,-0.054187864,0.2762004,0.01977539,-0.18476868,-0.04118347,0.19033289
1770844262748,0.2967508,-0.48014355,-0.74268436,0.25669518,-0.77395916,0.4295336,-0.31529236,-0.012359619,0.004638672,0.31556863
1770844262748,0.06933889,-0.58703756,0.11943054,-0.19773683,-0.15490839,0.78784645,-0.31529236,-0.012359619,0.004638672,0.31556863
1770844262748,-0.22591928,0.082756996,0.61261463,-0.28832427,0.6110908,0.50512713,-0.31529236,-0.012359619,0.004638672,0.31556863
1770844262748,-0.19190452,0.42119312,0.8851366,0.011422828,0.3467118,0.33378345,-0.31529236,-0.012359619,0.004638672,0.31556863
1770844262748,0.041934997,0.19221115,1.0797167,0.21464905,-0.18686265,0.28309375,-0.35224915,0.19534302,0.12817383,0.42269006
1770844262748,0.37229168,-0.18256807,1.2273083,0.3345502,-0.3555581,0.25556326,-0.35224915,0.19534302,0.12817383,0.42269006
