timestamp,ax,ay,az,highX,highY,highZ,accelMag,gx,gy,gz
1763414185330,-0.19267368,0.23584366,2.4880633,-0.1275813,0.6846506,-0.81687856,-0.12583923,0.6143341,0.20375061,0.65936047
1763414185339,-0.6328864,0.34335232,2.6661043,-0.4594801,0.13109303,0.42684746,-0.12583923,0.6143341,0.20375061,0.65936047
1763414185340,-0.098077655,-0.22873831,4.1208496,0.47152013,-0.53775537,1.7213557,0.5522156,1.1369324,0.48046875,1.3521862
1763414185340,0.10374904,-0.32576323,3.6160707,0.19201893,-0.11989875,-0.092693806,0.5522156,1.1369324,0.48046875,1.3521862
1763414185340,0.27087295,-0.46286106,2.5993009,0.17749882,-0.16967416,-0.6551628,0.5522156,1.1369324,0.48046875,1.3521862
1763414185340,0.30839306,-0.5282488,2.6377568,0.06460741,-0.11167383,0.2983861,0.5522156,1.1369324,0.48046875,1.3521862
1763414185340,0.2790619,-0.534575,3.750554,0.0015081763,-0.059151083,1.3765731,0.5522156,1.1369324,0.48046875,1.3521862
1763414185340,0.18131816,-0.5171857,4.000301,-0.06983754,-0.0360682,0.62480235,0.5522156,1.1369324,0.48046875,1.3521862
1763414185340,0.08133036,-0.4897704,2.792687,-0.08185598,-0.024303317,-0.8075838,1.0957336,0.4962921,0.31385803,1.2431593
1763414185340,-0.048642755,-0.42328358,1.477016,-0.121840075,0.017509788,-1.0364022,1.0957336,0.4962921,0.31385803,1.2431593
1763414185340,-0.25433886,-0.24522448,1.7803979,-0.21056038,0.13573074,0.45108354,1.0957336,0.4962921,0.31385803,1.2431593
1763414185340,-0.26960015,-0.13995695,2.341164,-0.04069519,0.08074507,0.738806,1.0957336,0.4962921,0.31385803,1.2431593
1763414185340,-0.20532382,-0.11647844,0.69455194,0.037316322,0.009482816,-1.4124956,1.246933,-0.5565491,0.047973633,1.366342
1763414185340,-0.13443041,-0.11212635,-0.75059414,0.050361022,-0.0072957575,-1.3756909,1.246933,-0.5565491,0.047973633,1.366342
1763414185340,-0.04565513,-0.12801409,-0.8224201,0.07533223,-0.027100377,-0.1468854,1.246933,-0.5565491,0.047973633,1.366342
1763414185340,0.011758804,-0.16590023,-0.5772896,0.05284842,-0.05068755,0.16288853,1.246933,-0.5565491,0.047973633,1.366342
