timestamp,ax,ay,az,highX,highY,highZ,accelMag,gx,gy,gz
1763414085509,0.58451736,-0.94148254,1.3410406,1.256799,-0.47794148,-3.596043,-0.37477112,-0.0053863525,0.043395996,0.3773137
1763414085518,-0.47893715,-0.34886408,2.0117598,-1.0050027,0.4984702,0.8048233,-0.37477112,-0.0053863525,0.043395996,0.3773137
1763414085518,-0.015923262,-0.3272667,3.3023987,0.41512015,-0.013289034,1.491815,-0.37477112,-0.0053863525,0.043395996,0.3773137
1763414085518,0.05118954,-0.3808961,3.1330543,0.06552048,-0.08635607,0.16089559,-0.37477112,-0.0053863525,0.043395996,0.3773137
1763414085518,0.10328722,-0.49033928,3.845261,0.057216633,-0.14753282,1.0255125,-0.37477112,-0.0053863525,0.043395996,0.3773137
1763414085518,0.23058546,-0.6797843,4.217577,0.13762696,-0.23847896,0.75684214,0.21456909,0.78660583,0.2736969,0.8600573
1763414085518,0.32365954,-0.7563224,3.2213707,0.11613263,-0.14451653,-0.5744486,1.0852051,1.0016327,0.38807678,1.5269386
1763414085518,0.31663477,-0.68705463,1.7191863,0.025341183,-0.0063645244,-1.1800473,1.0852051,1.0016327,0.38807678,1.5269386
1763414085518,0.30036414,-0.5646558,1.754199,0.01539284,0.053693354,0.20693135,1.0852051,1.0016327,0.38807678,1.5269386
1763414085518,0.23493683,-0.38882828,2.6308541,-0.035390884,0.11936194,1.052075,1.0852051,1.0016327,0.38807678,1.5269386
1763414085518,0.00677073,-0.021327019,1.4087725,-0.20467241,0.3286184,-0.9589963,1.1626282,-0.066482544,0.06111145,1.1661298
1763414085519,-0.03541255,0.096194744,-1.0000892,-0.04150621,0.115389064,-2.2679844,1.1626282,-0.066482544,0.06111145,1.1661298
1763414085519,-0.09534955,0.17287827,-1.206975,-0.06347826,0.086302996,-0.30689478,1.1626282,-0.066482544,0.06111145,1.1661298
1763414085519,-0.10511243,0.22594643,-0.41992235,-0.019297838,0.070356,0.66635513,1.1626282,-0.066482544,0.06111145,1.1661298
1763414085519,-0.0523448,0.29879093,-0.8060188,0.042256385,0.09543915,-0.42808872,0.9390564,-0.69184875,-0.11695862,1.1722461
1763414085519,-0.005623579,0.3990655,-2.0778837,0.04148674,0.13015366,-1.3524668,0.9390564,-0.69184875,-0.11695862,1.1722461
1763414085519,0.014387965,0.41238785,-2.739142,0.019449186,0.053228915,-0.8690467,0.9390564,-0.69184875,-0.11695862,1.1722461
1763414085519,0.00862813,0.36332178,-2.6218667,-0.0043210387,-0.007827282,-0.1566391,0.9390564,-0.69184875,-0.11695862,1.1722461
1763414085519,-0.038898706,0.316401,-2.3629265,-0.046664022,-0.010588586,-0.0032465458,0.47647095,-0.5359192,-0.115737915,0.7263809
1763414085519,-0.0587852,0.24009466,-2.25594,-0.023776364,-0.04466623,-0.12930608,0.47647095,-0.5359192,-0.115737915,0.7263809
1763414085519,-0.0875051,0.17920542,-2.0943093,-0.034598425,-0.036879778,-0.06396341,0.47647095,-0.5359192,-0.115737915,0.7263809
1763414085519,-0.08969414,0.11404085,-1.8294744,-0.010939553,-0.047244027,0.055403948,0.47647095,-0.5359192,-0.115737915,0.7263809
1763414085519,-0.08018494,0.06086731,-1.4704247,5.40E-04,-0.041769452,0.17610228,-0.018951416,-0.014862061,-0.037231445,0.044342052
1763414085519,-0.10029483,-0.009401321,-1.1432953,-0.028128386,-0.064181894,0.18008685,-0.018951416,-0.014862061,-0.037231445,0.044342052
