timestamp,ax,ay,az,highX,highY,highZ,accelMag,gx,gy,gz
1766095847645,-2.1319745,-0.06562233,3.5281653,-2.7691941,0.45084667,-2.255392,0.0415802,-0.021514893,-0.027374268,0.054232407
1766095847660,-2.2368007,-0.14064693,2.2047172,-0.31802368,-0.08158684,-0.9706316,0.0415802,-0.021514893,-0.027374268,0.054232407
1766095847660,-1.5909464,0.14365768,0.53281784,0.42217422,0.27023992,-1.4514276,0.40428162,0.16418457,0.008056641,0.4364231
1766095847660,-0.51067734,0.056814194,0.27074718,0.9211744,-0.07247771,-0.20878887,0.40428162,0.16418457,0.008056641,0.4364231
1766095847660,0.11936331,0.015563011,-0.32368517,0.57897294,-0.03556976,-0.56735766,0.40428162,0.16418457,0.008056641,0.4364231
1766095847661,0.5494288,0.030182838,-1.1385293,0.44200185,0.016176129,-0.8472127,0.6950531,-0.0051727295,0.1239624,0.70603985
1766095847661,0.61494255,0.08258152,-0.63779354,0.120456636,0.055416964,0.38688278,0.6950531,-0.0051727295,0.1239624,0.70603985
1766095847661,0.66094434,0.19211864,-1.1416683,0.10749608,0.11779528,-0.56765413,0.6950531,-0.0051727295,0.1239624,0.70603985
1766095847661,0.6469046,0.27741432,-2.5579834,0.052054703,0.10450755,-1.5304819,0.6950531,-0.0051727295,0.1239624,0.70603985
1766095847661,0.6489407,0.2960701,-2.8122911,0.066726565,0.04639721,-0.5101061,0.48660278,0.049194336,0.09388733,0.49801323
1766095847661,0.6639528,0.2697153,-1.2730813,0.079906225,0.003252238,1.2579806,0.48660278,0.049194336,0.09388733,0.49801323
1766095847661,0.61205924,0.24803925,-0.15266895,0.014501691,0.0052954704,0.9931042,0.48660278,0.049194336,0.09388733,0.49801323
1766095847661,0.4830929,0.2375145,-0.8095002,-0.06776041,0.014279187,-0.67209816,0.48660278,0.049194336,0.09388733,0.49801323
1766095847661,0.12474644,0.29055405,-2.9207726,-0.31003717,0.076791,-2.1922224,0.15122986,0.07270813,0.018447876,0.16881134
1766095847661,0.19989896,0.32337666,-1.2721214,0.087627165,0.061878026,1.3565738,0.15122986,0.07270813,0.018447876,0.16881134
1766095847661,0.110348105,0.35950756,0.22966099,-0.069560945,0.06846857,1.3745703,0.15122986,0.07270813,0.018447876,0.16881134
1766095847661,0.13723552,0.25783634,-0.4490919,0.037922233,-0.06572047,-0.6557868,0.15122986,0.07270813,0.018447876,0.16881134
1766095847662,0.2614485,0.06403637,-1.4273982,0.13793653,-0.16801633,-1.0232155,-0.043029785,0.033920288,-6.56E-04,0.054795794
1766095847662,0.35452235,-0.099928856,-1.1440172,0.11921871,-0.15756159,0.1406411,-0.043029785,0.033920288,-6.56E-04,0.054795794
1766095847662,0.26372755,-0.11248016,-0.56558275,-0.055342555,-0.022544198,0.46403277,-0.043029785,0.033920288,-6.56E-04,0.054795794
1766095847662,0.19691062,-0.045562744,-0.67704725,-0.040444165,0.055669397,-0.16802281,-0.043029785,0.033920288,-6.56E-04,0.054795794
1766095847662,0.20881033,0.026792526,-1.1145744,0.031590775,0.067798994,-0.5052319,-0.16351318,-0.01953125,-0.020812988,0.16598557
1766095847662,0.23719382,0.028330803,-1.3045306,0.049264535,0.0042175297,-0.30141366,-0.16351318,-0.01953125,-0.020812988,0.16598557
1766095847662,0.35870755,-0.07668495,-1.3069949,0.14523311,-0.10218267,-0.1329174,-0.16351318,-0.01953125,-0.020812988,0.16598557
1766095847662,0.46850944,-0.12546444,-1.1174245,0.14567265,-0.056447983,0.05887091,-0.16351318,-0.01953125,-0.020812988,0.16598557
1766095847662,0.40883768,-0.1254406,-0.89835024,-0.01282081,-0.012522608,0.10733175,-0.29148865,-0.060760498,-0.045394897,0.30119455
1766095847662,0.19885087,-0.22017765,-0.8742666,-0.16910303,-0.10728112,-0.06575143,-0.29148865,-0.060760498,-0.045394897,0.30119455
1766095847662,0.14933896,-0.24002266,-0.6121564,-0.029626817,-0.041862786,0.17468357,-0.29148865,-0.060760498,-0.045394897,0.30119455
1766095847662,0.061977744,-0.16179371,-0.089841366,-0.07242732,0.05422668,0.4610994,-0.29148865,-0.060760498,-0.045394897,0.30119455
1766095847662,-0.18508792,-0.1128397,0.29413176,-0.24086788,0.032774642,0.37498897,-0.38433838,-0.07954407,-0.08189392,0.40093622
1766095847662,-0.45338714,-0.1484394,0.48055124,-0.286808,-0.04688368,0.21583268,-0.38433838,-0.07954407,-0.08189392,0.40093622
1766095847662,-0.5881158,-0.24711037,0.54859686,-0.18006739,-0.1135149,0.11610076,-0.38433838,-0.07954407,-0.08189392,0.40093622
1766095847662,-0.59701073,-0.32765293,0.5964465,-0.067706525,-0.10525361,0.10270935,-0.38433838,-0.07954407,-0.08189392,0.40093622
1766095847662,-0.5279138,-0.3372507,0.6070552,0.009395838,-0.042363077,0.07025331,-0.2908783,-0.077560425,-0.061431885,0.3072453
1766095847663,-0.40236032,-0.30002022,0.5543127,0.0727621,0.0035054088,0.007963061,-0.2908783,-0.077560425,-0.061431885,0.3072453
