timestamp,ax,ay,az,highX,highY,highZ,accelMag,gx,gy,gz,gyroMag
1766095961597,1.3877654,-1.3911672,9.803581,0.6429606,-0.53545237,0.4897995,0.23294067,0.22924805,-0.13397217,0.35322028,
1766095961612,0.9044,-0.6430316,7.366955,-0.34458888,0.6090188,-1.4562683,0.23294067,0.22924805,-0.13397217,0.35322028,
1766095961612,0.17564368,-0.18211603,4.985714,-0.6383163,0.3966124,-1.6445451,0.23294067,0.22924805,-0.13397217,0.35322028,
1766095961612,-0.49391234,-0.36411858,2.9596806,-0.65199167,-0.20021415,-1.527462,0.23294067,0.22924805,-0.13397217,0.35322028,
1766095961612,-0.7263379,-0.5217471,1.1247959,-0.2818168,-0.19404039,-1.5389166,1.4238281,-0.5520477,-0.3816681,1.5740755,
1766095961612,-0.8629806,-0.6905594,-0.389359,-0.2092765,-0.22098699,-1.4016753,1.4238281,-0.5520477,-0.3816681,1.5740755,
1766095961612,-0.8360127,-0.7319536,-0.19445944,-0.059330225,-0.11045021,0.15596366,1.4238281,-0.5520477,-0.3816681,1.5740755,
1766095961612,-0.71373415,-0.56675434,0.07196379,0.038677275,0.09200388,0.24697727,2.0360718,-0.11619568,-0.3224182,2.064714,
1766095961612,-0.57065177,-0.30842876,-1.1747813,0.07170898,0.20165014,-1.2395487,2.0360718,-0.11619568,-0.3224182,2.064714,
1766095961612,-0.4282062,-0.15617657,-2.8864613,0.085380375,0.12140933,-1.8291581,2.0360718,-0.11619568,-0.3224182,2.064714,
1766095961612,-0.2742002,-0.14844894,-2.6497378,0.11118537,-0.007890031,-0.0519228,2.0360718,-0.11619568,-0.3224182,2.064714,
1766095961612,-0.14206672,-0.036355972,0.26044893,0.104713455,0.09724808,2.645213,1.709259,0.60691833,-0.1435852,1.819487,
1766095961612,-0.20930123,0.1633935,-1.3184905,-0.081441194,0.19611387,-1.5528946,1.709259,0.60691833,-0.1435852,1.819487,
1766095961612,-0.36060262,0.35529423,-3.4788227,-0.17223151,0.20824008,-2.2921813,1.709259,0.60691833,-0.1435852,1.819487,
1766095961613,-0.58241606,0.4869237,-3.5694933,-0.2578737,0.1671589,-0.43855286,1.709259,0.60691833,-0.1435852,1.819487,
1766095961613,-0.7278824,0.61976194,-2.3591123,-0.20370793,0.18153062,0.8534317,0.89482117,0.14479065,-0.14772034,0.9184174,
1766095961613,-0.8590524,0.7099848,-1.999269,-0.20395827,0.15219903,0.123931885,0.89482117,0.14479065,-0.14772034,0.9184174,
1766095961613,-0.94258404,0.7780981,-2.423069,-0.16943687,0.13911182,-0.62372696,0.89482117,0.14479065,-0.14772034,0.9184174,
1766095961613,-0.9540036,0.76580334,-2.2826405,-0.10567796,0.06551504,-0.101878405,0.89482117,0.14479065,-0.14772034,0.9184174,
1766095961613,-0.91020083,0.7462454,-1.5797501,-0.051597655,0.057022393,0.4746263,0.16360474,-0.15986633,-0.07287598,0.24007219,
