ax_mean,ax_std,ax_min,ax_max,ax_range,ax_median,ax_energy,ax_abs_energy,ax_skew,ax_kurtosis,ax_zero_crossings,ax_mean_crossings,ax_num_peaks,ax_peak_mean,ax_peak_std,ay_mean,ay_std,ay_min,ay_max,ay_range,ay_median,ay_energy,ay_abs_energy,ay_skew,ay_kurtosis,ay_zero_crossings,ay_mean_crossings,ay_num_peaks,ay_peak_mean,ay_peak_std,az_mean,az_std,az_min,az_max,az_range,az_median,az_energy,az_abs_energy,az_skew,az_kurtosis,az_zero_crossings,az_mean_crossings,az_num_peaks,az_peak_mean,az_peak_std,highx_mean,highx_std,highx_min,highx_max,highx_range,highx_median,highx_energy,highx_abs_energy,highx_skew,highx_kurtosis,highx_zero_crossings,highx_mean_crossings,highx_num_peaks,highx_peak_mean,highx_peak_std,highy_mean,highy_std,highy_min,highy_max,highy_range,highy_median,highy_energy,highy_abs_energy,highy_skew,highy_kurtosis,highy_zero_crossings,highy_mean_crossings,highy_num_peaks,highy_peak_mean,highy_peak_std,highz_mean,highz_std,highz_min,highz_max,highz_range,highz_median,highz_energy,highz_abs_energy,highz_skew,highz_kurtosis,highz_zero_crossings,highz_mean_crossings,highz_num_peaks,highz_peak_mean,highz_peak_std,accelmag_mean,accelmag_std,accelmag_min,accelmag_max,accelmag_range,accelmag_median,accelmag_energy,accelmag_abs_energy,accelmag_skew,accelmag_kurtosis,accelmag_zero_crossings,accelmag_mean_crossings,accelmag_num_peaks,accelmag_peak_mean,accelmag_peak_std,gx_mean,gx_std,gx_min,gx_max,gx_range,gx_median,gx_energy,gx_abs_energy,gx_skew,gx_kurtosis,gx_zero_crossings,gx_mean_crossings,gx_num_peaks,gx_peak_mean,gx_peak_std,gy_mean,gy_std,gy_min,gy_max,gy_range,gy_median,gy_energy,gy_abs_energy,gy_skew,gy_kurtosis,gy_zero_crossings,gy_mean_crossings,gy_num_peaks,gy_peak_mean,gy_peak_std,gz_mean,gz_std,gz_min,gz_max,gz_range,gz_median,gz_energy,gz_abs_energy,gz_skew,gz_kurtosis,gz_zero_crossings,gz_mean_crossings,gz_num_peaks,gz_peak_mean,gz_peak_std,gyromag_mean,gyromag_std,gyromag_energy,highz_to_accelmag_ratio,highz_to_gyromag_ratio,label,participant,grid_position,segment_id
-0.0024779888064516034,0.6047755659789197,-1.0765228,1.3142824,2.3908052,-0.10511774,11.338548394643073,15.542259967000001,0.5002670855684652,-0.4322296888522539,3,3,4,1.0961609,0.2377624435602793,-0.15213666390322586,0.48620857377606314,-1.200427,0.3568611,1.5572880999999998,0.07440472,8.045874593225653,12.3916916702,-0.7079009696700066,-1.0185983034316102,4,2,2,1.034962625,0.16546437499999994,0.510584995483871,2.1700177267532594,-2.0082679,5.3957257,7.4039936,-0.2976408,154.05989313313606,57.18913773999999,0.610531215090993,-0.8751118820504336,4,4,4,3.984953975,0.943131890856985,0.030478980554838705,0.3947858553849971,-0.9028461,1.1647832,2.0676293,0.07740897,4.860330035899508,8.194570778800001,0.842112681183263,2.304888853407915,7,7,3,0.7130228499999999,0.32678979465921465,-0.019672409525806442,0.2308925072741358,-0.9844066,0.32118845,1.30559505,0.02706185,1.664648961968525,4.1068421137,-2.540168574808853,7.772616469117457,11,10,3,0.56143785,0.31369112118122133,0.025184676580645157,1.387909908720031,-3.6907039,2.607385,6.2980889,-0.16268149,59.73477366238922,30.284981266,0.06612452775646975,0.48443536894302097,10,10,6,2.33562145,0.7277129339206354,0.19827467225806455,0.6877634650542002,-0.8778229,0.9735718,1.8513947,0.46762085,15.882274315194488,20.275909679999994,-0.4842923513530611,-1.3233808963597231,1,1,2,0.92569735,0.04787445000000001,-0.10620707761290324,0.669879725918673,-0.9436798,0.9646759,1.9083557,-0.40596008,14.260582506490437,18.992797806,0.49521375673131796,-1.207112895571247,2,2,2,0.95417785,0.010498050000000037,0.12003301754838712,0.15134041963897585,-0.09603882,0.3288269,0.42486572,0.05683899,1.1566672854664535,4.70783996,0.11478359579675337,-1.4358403555673949,2,1,1,0.3288269,0.0,0.9926823774193548,0.15570425218963468,0.7005267,1.266996,0.5664693000000001,0.9900767,31.299525614255145,30.773153699999998,0.02082088599374019,-0.3723906656725071,0,4,3,1.0945945666666665,0.12282021724364257,1.2030593869678285,0.24421479575916732,46.71677540621205,3.7610969610860563,1.2786578941473403,0,participant1,0,0
0.06867226467741935,0.6834687167418098,-0.81452394,1.5527463,2.36727024,0.018457115,14.627206367719271,17.853413985000003,0.5708090010728013,-0.8163137177965618,3,3,3,1.20967198,0.3036190787120941,-0.07080028966774195,0.5200974357200424,-1.2453899,0.51791,1.7632998999999998,0.0073337555,8.540934733447592,13.094944002699998,-0.6019735377205004,-0.9360375334035376,4,2,3,0.9875224333333333,0.18343058801274725,0.26133421225806447,1.9654984314862658,-2.600473,4.6713896,7.2718626,-0.16550207,121.87586929481694,48.96738476000001,0.4030729672731521,-0.6554025222700668,4,4,4,3.3278946000000005,0.9354444740776762,0.027377984096774187,0.4366073539654871,-0.6435615,2.1877174,2.8312789,-0.005662322,5.932641602048369,6.700671347000001,3.737071978910599,16.56620405811045,7,8,2,1.41563945,0.77207795,3.065391935484315e-05,0.2627215286281717,-1.1311364,0.557464,1.6886004,0.011147689,2.139700678875966,4.298058443500001,-2.1037523721585303,9.143372399120247,12,12,3,0.6289181266666667,0.35933825134335,-0.04172373764516129,1.426041309909729,-3.7144763,5.0950146,8.8094909,-0.21032715,63.0953753234163,28.196165629000003,1.0591090254686526,4.292710829896807,11,11,5,2.8454771799999996,1.3491327431645788,0.6117376564516129,0.6632021267774197,-0.19029236,1.3773499,1.56764226,0.86390686,25.23586065977312,23.177002129999998,-0.17675382097463044,-1.723582268389958,1,1,1,1.3773499,0.0,-0.3206142300000001,0.5198438036745624,-0.8227234,0.6355591,1.4582825000000001,-0.56692505,11.563963005617229,18.25962833,1.0011603834948588,-0.5972085161781364,2,2,3,0.7083079133333334,0.08189303001933895,0.03246971874193548,0.11557817578017729,-0.15115356,0.27278137,0.42393493000000004,0.026748657,0.44679051790747265,2.8067321529999996,0.40307393295129246,-0.1872332440856863,1,2,2,0.21196746500000002,0.060813905000000015,1.0206613067741934,0.3996926259623439,0.3763174,1.4952163,1.1188989,1.1384331,37.24661465023503,31.64050051,-0.12810329449168956,-1.5332306292297797,0,1,3,1.21673845,0.37030701101663155,1.2035078033682252,0.37485507556341285,49.25736817375973,2.50022680715394,1.2809327347882997,0,participant1,0,1
0.11328546320645161,0.514926578759995,-1.3940673,1.0289592,2.4230264999999997,0.14199781,8.617472308308582,12.401434599399998,-0.3812144486660643,0.7562440345868588,5,6,4,0.9610518100000001,0.30452616188097087,-0.05258518696774192,0.5138381133682559,-0.90848637,0.8672986,1.7757849700000001,0.16182137,8.27063906778671,13.567534003999999,-0.4295050988961345,-1.0769301097364863,2,2,3,0.8908626233333333,0.017331537045717788,0.13953141129032248,1.9727853791327405,-2.4877696,3.4753628,5.9631324,-0.29655266,121.25188617255398,53.64943401000001,0.26349144194451213,-1.333041267406622,6,6,4,3.018659725,0.3555360937229958,0.015338082796774214,0.4386588859694327,-1.2408617,1.7184849,2.9593466,0.0036466122,5.972363125738558,7.4188654497,1.225998591459557,6.864332830753964,9,7,2,1.2322376,0.4862473,-0.01297993351612904,0.3044504870093172,-1.393449,0.33529812,1.72874712,0.03957367,2.8786159091431003,4.8074715789999996,-3.2395708874968405,11.550659657561559,5,7,2,1.04221485,0.35123414999999997,-0.03841572472580646,1.3718209932784335,-4.7053766,3.792148,8.4975246,-0.13772011,58.38442677067473,27.218117906499995,-0.5500992425052712,3.8686539066588823,8,9,4,3.081564025,1.262052913854222,0.6253273272258064,0.5864134602996472,-0.25198364,1.3238983,1.57588194,0.9970856,22.78236539047528,22.403457663999998,-0.32106545029132527,-1.4757942535153659,1,2,1,1.3238983,0.0,-0.1980713905967742,0.5812350754497486,-0.7646942,0.92648315,1.69117735,-0.46704102,11.689061149886465,17.1289215315,0.8153403543814751,-0.7438287636206562,3,3,3,0.8056437166666667,0.08691265797447012,0.05385269529032258,0.10811034639718052,-0.057403564,0.2836151,0.341018664,0.048736572,0.4522267534326714,2.763488713999999,1.0021174608154624,-0.018670202491789745,1,3,1,0.2836151,0.0,0.9713564709677419,0.42782713203570294,0.06126648,1.395713,1.33444652,1.2370564,34.92365290650083,30.1120506,-0.6486570819882755,-0.8804846399282353,0,2,2,1.10116415,0.29454885,1.144091785685978,0.45746899678211655,47.06494080981995,2.5627025890308777,1.2405078125237745,0,participant1,0,2
0.12182091032258066,0.5958525995582513,-1.3343556,1.0911889,2.4255445,0.08549684,11.466300292356589,15.525779699999996,-0.282200955088745,-0.5068687257771978,3,3,4,0.984156575,0.24580938612559505,0.037312305838709675,0.4744412633587204,-0.83686924,0.65068245,1.48755169,0.21314764,7.021088336877021,13.134630621000003,-0.5747547838642433,-1.1507354987223528,2,3,4,0.6565778225000001,0.13866358369461831,0.09193251480645169,2.1168767528082246,-2.7064896,4.8053474,7.511837,-0.084319115,139.1781819896145,51.390746089000004,0.5854133532122119,-0.5520629576108949,4,2,4,3.5307931999999993,0.8561442362643924,0.023607910193548385,0.39588225522378495,-1.1804785,1.3520069,2.5324853999999997,0.003761053,4.875682896168075,7.324274394,0.17330967562843955,4.510379410660996,10,8,2,1.0508247,0.30118219999999996,0.00846479246451613,0.2841421608688143,-1.3315039,0.34196526,1.67346916,0.044810962,2.50506102913466,4.9620530206,-3.2311033571371994,13.179600748291257,5,7,3,0.6538838366666667,0.4796525569103258,-0.053093928774193555,1.324733416991482,-3.892058,4.308019,8.200077,-0.08967292,54.48986533236483,25.551805211999998,0.3869087340494764,3.646970673485085,10,10,4,3.065506675,1.0454464029880044,0.5947698839354839,0.6159242825084988,-0.18678284,1.5257874,1.71257024,0.52763367,22.726532035227386,20.711914238000002,0.21885095676740174,-1.481310530346997,2,2,1,1.5257874,0.0,-0.15500911293548386,0.3472848915097286,-0.5583801,0.5610504,1.1194305,-0.16680908,4.483673249883055,9.293685701000001,0.7211906947821506,-0.1774438829886642,2,2,3,0.5180867333333333,0.058881705280578366,0.031151064451612906,0.09710003673383018,-0.089767456,0.18786621,0.277633666,-0.012954712,0.32236298445557104,2.5626983699999997,0.39450783624776087,-1.3270900102393663,4,4,1,0.18786621,0.0,0.7912755977419357,0.5118889372671342,0.18952659,1.5284851,1.3389585099999999,0.7693426,27.53256802602833,24.529543530000005,0.28999224015311925,-1.6382882806578647,0,2,1,1.5284851,0.0,0.882442943822081,0.5142715561754341,32.338604260366964,2.397632214526297,1.6849788844776197,0,participant1,0,3
0.01742188361290323,0.5926675184522323,-2.3463168,0.7840254,3.1303422,0.068683684,10.898307593165404,13.116254351999999,-1.7856438388829998,5.685521963960831,5,5,3,1.3023518333333333,0.7382007429880227,-0.10228963077419354,0.6296925955299113,-1.2826304,0.608346,1.8909764,0.16945887,12.616253936302634,16.197557433999997,-0.664020878396934,-1.1055397727090919,3,3,3,1.0742119,0.14847135977137563,0.14344560451612912,2.6537576248429704,-3.6416407,4.6544943,8.296135,0.28882647,218.9531913588832,71.24978374000001,0.11227654166344175,-1.2710443362934007,1,1,5,3.7338082,0.6505946411045052,0.002192278967741935,0.5343963635485922,-1.9838065,1.7801117,3.7639182,0.04032591,8.853112663291979,8.876454367999997,-0.3308594334134782,7.405447921375421,8,8,2,1.44690255,0.53690395,-0.014573414332258063,0.37954732397502766,-1.5370172,0.6858382,2.2228554,0.066701114,4.472325221799035,7.0388767017,-2.004485972971027,6.665641843467746,7,7,3,0.9921589666666666,0.39257090180323123,-0.04737932361290323,1.2907098088606959,-3.4116864,3.7794995,7.1911859,0.016462535,51.71347494085213,26.183350122,-0.16084397955648244,2.434774174095522,10,8,4,3.021737875,0.7981595782609057,0.6054421800000002,0.7846129974303219,-0.35079956,1.6956177,2.04641726,0.32208252,30.44751146085213,24.59100374,0.14070717209804184,-1.5418282817195195,2,2,1,1.6956177,0.0,-0.2447849419354838,0.4921912840800335,-0.9902649,0.73986816,1.73013306,-0.2193451,9.367329765604026,14.052078260000002,0.24341376260702707,-0.41745576806484097,2,4,2,0.86506653,0.12519837,0.1006130088064516,0.17665142550251903,-0.10458374,0.5006256,0.60520934,0.06568909,1.281189813867934,4.357284518999999,1.0220076520894903,0.03784279670980428,1,3,1,0.5006256,0.0,0.9837382158064515,0.5982788024998879,0.22155455,1.7457168,1.52416225,0.5763071,41.0960304855216,30.495884689999997,0.19217959363878376,-1.7184418742632535,0,2,1,1.7457168,0.0,1.126879841120864,0.6319183950717425,51.74455006499353,1.6984466861002043,0.9993994512619723,0,participant1,0,4
-0.04632958099999999,0.5234921130926635,-1.5069027,0.6703656,2.1772682999999997,0.12928307,8.561903098921587,12.606305590999998,-0.9801011510519754,0.21410486587228617,6,6,3,1.0481786833333333,0.3462739900413696,-0.03765863206451611,0.6332865409479405,-1.2188554,0.67082405,1.88967945,0.18235493,12.476570480958124,17.008175806000004,-0.5764980884206925,-1.1823413592394076,2,2,4,0.8122700375,0.23671686640474465,0.12510655451612904,2.9980654212056046,-4.2296963,5.374456,9.604152299999999,0.44297075,279.1254855141608,80.99551119,-0.03986455634742968,-1.2937744964868814,1,1,4,4.554328825,0.49792914721152065,-0.009484181354838712,0.39379707359513205,-1.4949663,0.7847829,2.2797492,0.008852929,4.810148630909899,7.673968497999999,-1.3297376947895654,4.816415171089128,9,9,4,0.8880900599999999,0.3559940644874459,-0.0006536309354838709,0.2980683735804681,-1.1574793,0.73318386,1.8906631600000001,0.050473213,2.7542006594314654,5.805750026999999,-1.5525357150853172,5.967878350699635,7,7,3,0.8106549200000001,0.2574491060999115,-0.08945259006451609,1.2493464898417557,-3.3802524,2.8492568,6.2295092,-0.09841776,48.63492094402416,27.332734448,0.040723797529120524,0.833480066965941,12,10,6,2.2273897166666665,0.6968133769292282,0.6610712829032257,0.7902026253483557,-0.21487427,1.7643433,1.9792175699999999,0.66737366,32.90449833578926,25.514633109999995,0.16977500195054468,-1.5175593097950493,2,2,1,1.7643433,0.0,-0.30502270203225806,0.553450846371593,-1.1383972,0.7475128,1.88591,-0.41297913,12.379747331239255,16.738265923000004,0.2950979245280926,-0.6632789728623916,2,4,2,0.942955,0.1954422,0.001374768903225809,0.155851598238722,-0.14337158,0.36088562,0.5042572000000001,-0.048080444,0.7530399305561397,3.7380523640000014,1.2414914896956666,0.2855969600956234,2,2,1,0.36088562,0.0,1.0363684387096777,0.641103867332251,0.22321026,1.940454,1.7172437399999998,0.7815923,46.037284993319,32.127421600000005,0.1967240588939624,-1.5764118432098453,0,2,1,1.940454,0.0,1.195674028679037,0.6921528916156727,59.1700722551144,1.478062982378843,0.8219513529449539,0,participant1,0,5
0.008213775432258067,0.4355407024148794,-1.4901874,0.763782,2.2539694,0.0064080954,5.882658256573841,9.6564425604,-0.9789134833595838,2.5882968992385624,6,5,3,0.9684548333333334,0.3717627892113853,-0.024902558193548387,0.3937630472713812,-0.7592721,0.5352955,1.2945676000000002,0.10605526,4.825753718831839,10.569786102,-0.5234972735568884,-1.1547581729228702,3,2,3,0.6399221466666667,0.09202884024873409,0.23694928893548386,1.9735779009905718,-2.5054226,4.972656,7.4780786,-0.0868144,122.4857956009669,51.03546234300001,0.3814542699994631,-0.6686383999061642,4,4,5,3.2556693599999997,0.9405443567288181,0.00019013689677419815,0.38167048964551586,-1.063663,1.3588068,2.4224698,-0.025849387,4.51584436336691,6.5983085602000004,0.7628041984259077,4.947799349517343,6,6,2,1.2112349,0.14757189999999998,0.004690019774193552,0.21135408735906772,-0.8919541,0.3868209,1.278775,0.059363186,1.3854689423948694,4.281641715,-2.2993562642779226,8.061991751780122,5,5,3,0.5164553666666666,0.2697243230327505,-0.03348245619354838,1.255585655638287,-3.4785604,3.4859776,6.964538,-0.07469541,48.906108819038785,25.935498097999997,0.20293623755988263,1.687293392038912,11,11,5,2.0641727,0.749785078994633,0.5107810612903226,0.5330766446846208,-0.20219421,1.232727,1.43492121,0.7941284,16.897108052113538,18.41334494,-0.048568926662083456,-1.5706776590517713,1,2,1,1.232727,0.0,-0.11733861464516128,0.42042007151944705,-0.6642151,0.6288452,1.2930603,-0.17245483,5.90616299772114,11.381027166000003,0.3632469894626193,-1.0147284628771167,2,3,2,0.64653015,0.017684949999999977,0.09555644374193549,0.13675412674736853,-0.03677368,0.38975525,0.42652893000000003,0.046295166,0.8628144788142715,3.557952868,1.0497151850244377,0.029967257460528085,1,2,1,0.38975525,0.0,0.7512198345161291,0.4461960905003045,0.13830093,1.2799144,1.14161347,1.0425401,23.666087919394087,23.287814870000002,-0.22787586749979138,-1.6681757734752252,0,2,1,1.2799144,0.0,0.8668821336627892,0.47988714238948965,30.435065395929495,2.8943478770399436,1.606900073407399,0,participant1,0,6
0.011246220322580646,0.25202765095845875,-0.9731808,0.697384,1.6705648,0.02944678,1.9729768438946647,5.041271671999999,-1.2225339419994972,6.438990436950903,7,7,3,0.6504831,0.284567874228077,-0.019066134064516124,0.21797583488566227,-0.6346054,0.3116789,0.9462843,0.02015686,1.4841864439302956,5.724612282,-0.7320521528814713,0.013687033699115059,2,2,2,0.47705173,0.15755367,0.13540716225806457,1.7504801904410627,-2.379043,4.36039,6.739433,-0.26148558,95.5579958982382,45.72428395,0.35175961707802206,-0.6852955948293982,4,4,5,2.80445778,0.8563948934248695,-0.0029465304032258075,0.2928992452510036,-0.92698944,0.9157528,1.8427422400000002,-0.011269495,2.6597581472107645,4.4970222519,0.03391892613070601,4.903418025914865,9,9,1,0.92698944,0.0,0.002331206464516128,0.18125482004106702,-0.9151164,0.22246009,1.13757649,0.024310768,1.0186210736626937,2.6053885184,-4.073247723205203,18.316951063021275,4,8,1,0.9151164,0.0,-0.0354733802580645,1.095161327199273,-3.247481,2.7771895,6.0246705,-0.12734276,37.219737492293994,23.251856508,0.004022734301998811,1.7721196752734336,10,14,6,1.6512956,0.7232524805362693,0.40184315903225803,0.43543507423209743,-0.17745972,0.95080566,1.12826538,0.63072205,10.88353047830864,14.980087209999999,-0.0751060116072342,-1.6444218164573592,1,2,1,0.95080566,0.0,-0.15407045290322582,0.4465870160812063,-0.7436218,0.542099,1.2857208,-0.08036804,6.918507689093743,12.23663324,0.11506333199931278,-1.1743915464726753,2,1,2,0.6428604,0.1007614,-0.023501979896774196,0.1227674225148698,-0.17070007,0.1759491,0.34664917,-0.007003784,0.4843496757904011,3.2214813152,0.33840164451577703,-1.2018645991033865,2,1,2,0.173324585,0.002624514999999994,0.671041081935484,0.37361392858897813,0.1556486,1.1881344,1.0324858000000001,0.91401124,18.286388539705882,20.80227354,-0.13595138881783186,-1.558860077928515,0,2,1,1.1881344,0.0,0.7997138141031082,0.4349059292463455,25.689245904590024,3.419822048197743,1.4488450782239146,0,participant1,0,7
0.07122162475806451,0.28970558302588645,-1.2284209,0.4172439,1.6456648,0.13655585,2.7590571847559677,6.267156935499999,-2.7930383466603983,10.364997276875869,6,6,3,0.6728643533333334,0.3932541810714766,0.005815981887096762,0.2737368452106509,-0.6985698,0.38467264,1.08324244,0.099182606,2.3239362682069173,7.1942344415,-0.6451323816078195,-0.3800310496233994,3,3,3,0.5145761266666666,0.1337339846716671,0.003808802903225781,2.001120665071588,-2.7329144,4.5164914,7.2494058,-0.31950474,124.13945111783936,52.79156431,0.44376213101643436,-0.8863968167792264,4,4,5,3.0703034199999997,0.7847730634585678,0.010036371709677418,0.34493091726034314,-1.0853262,1.2826693,2.3679955,0.023323633,3.6914200596138502,5.2203889069999985,0.46597566081539193,6.851577006567361,9,11,2,0.96703355,0.31563575,0.0044315570032258085,0.20692971409046781,-0.94784486,0.4468614,1.39470626,0.012003608,1.3280259034021034,3.4856245939000003,-2.7852072134659354,12.230340791994827,9,9,2,0.59138821,0.35645665,-0.02786694676774191,1.1133191738522923,-2.9486842,3.233876,6.1825602,0.026784658,38.447940637268516,22.200346916199997,0.2842885768127983,1.7981390562302773,14,12,5,2.21450608,0.7338026272219946,0.3085893235483872,0.47176183791653975,-0.28527832,1.0131226,1.29840092,0.33398438,9.851384671995728,14.43858351,0.160330144066455,-1.5288100947257979,2,2,1,1.0131226,0.0,-0.13646919645161287,0.3058914458345362,-0.63290405,0.29423523,0.92713928,-0.09075928,3.4779959646616487,8.799850530000002,-0.044549574309022795,-1.2621227917784783,2,1,1,0.63290405,0.0,-0.01258210109677419,0.1140420801116128,-0.17178345,0.1379242,0.30970765,-0.004257202,0.4080810644299817,3.170410182000001,0.1577191494349235,-1.5167088993842952,2,1,2,0.154853825,0.016929625000000004,0.5796740629032257,0.327294857961177,0.19462879,1.0936718,0.8990430100000001,0.5829773,13.737462240767362,17.969895949999994,0.3396383070394807,-1.4548173372088686,0,2,1,1.0936718,0.0,0.6642777391432376,0.3567020494031305,17.623539269859,3.9027955883372605,2.1816242497218874,0,participant1,0,8
-0.05340724277419355,0.3012458483607773,-1.267408,0.38098007,1.6483880700000002,-0.118382215,2.9016432367957283,6.892988706000001,-1.7049714269972833,6.100163520908509,4,4,4,0.5900167525000001,0.39131810294709074,-0.03151584551612904,0.3494635082328594,-0.671937,0.4153428,1.0872798000000001,0.0819211,3.8166577552554433,9.509011781000002,-0.3999138899828561,-1.1742105033815935,2,2,4,0.53055942,0.1341047096108912,-0.07656301300000005,2.1354731105083467,-3.1334534,3.6740994,6.8075528,-0.18295956,141.5493263205788,58.685900903000004,0.10816727925458344,-1.4008419567885964,4,4,6,2.981079266666667,0.39844517444385685,-0.012118961241935485,0.3381040574456618,-1.0643619,1.2565906,2.3209524999999998,-0.029020503,3.5482979093668905,5.1205076505000005,0.6696815228224838,6.956641152180831,10,14,2,0.9403656,0.316225,-0.004794658206451611,0.19552140909296847,-0.86411446,0.42470008,1.28881454,0.023371577,1.1857999149915157,3.4225819634000003,-2.4064183735423854,9.934272237605166,7,9,3,0.42660165666666666,0.30952763455078264,-0.056128014516129025,1.0489146122759112,-2.5218074,2.7394056,5.261213,-0.073708296,34.20453875364291,23.491910910000005,0.2330815707518548,0.692250011464004,13,11,7,1.7788427285714286,0.5851846082368506,0.5106688398064516,0.5320520785569034,-0.22740173,1.1843109,1.41171263,0.6351471,16.85972442562564,18.799270366000005,-0.12105468681177152,-1.5472690228450885,2,2,1,1.1843109,0.0,-0.40212619425806456,0.40767626374792326,-0.9536133,0.24934387,1.20295717,-0.52615356,10.165067776090165,14.778350970000005,0.19492381017791494,-1.2604003013431826,3,3,1,0.9536133,0.0,-0.12387232412903222,0.14509042120579285,-0.2806549,0.15289307,0.43354797,-0.18797302,1.1282630733348749,5.368850672000001,0.7523465825461845,-0.7797605945575845,2,3,2,0.216773985,0.063880915,0.8623896441935485,0.4055208441026807,0.24517779,1.459672,1.21449421,0.7187844,28.153054655834797,26.734078970000002,0.1572739963664932,-1.3355141248637765,0,2,1,1.459672,0.0,1.028391366124045,0.4635463802450507,39.446385505259826,2.0287721133479177,0.8671146498072763,0,participant1,0,9
